raw,cluster,s
"Guemes Island @ about 1300hrs one landed hard on the table on my deck, saw it from its topside & flew south. After verifying with photos it was definitely Asian hornet. Happened too quick to get photo.",[0],Unverified
This giant bee was dead on the side of the road in our neighborhood. It is quite large but can’t tell exact coloring.,[0],Negative ID
Lutz Florida,[0],Unverified
Never seen in 46 years of gardening in this property,[1],Negative ID
Found it dead in the driveway today. It is hollowed out and may have been bleached by the sun.  Never saw anything like it b4.,[0],Negative ID
"Outside gardening when I saw a giant hornet (2 inch) come up to a honey bee and attacked it in the air, took it down to the ground and continued attacking it. I caught it for a moment but it got away so quickly.",[1],Unverified
Captured a large wasp or hornet (in my freezer) and concerned that it could be an Asian Hornet.,[0],Negative ID
"I live in Bow (in the flats) and was shocked to see an Asian hornet land on kitchen window screen from the outside. It stayed a few seconds and then flew off. Not enough time for a picture, but as farmer we are very familiar with what’s out here and wh",[0],Unverified
I wanted to contact somebody here or have somebody contact me because I have a sighting that is indeed very old and would explain what has been happening to local bee populations as far back as 2016. At 1609 Fairview avenue in Seattle Washington 98104 th,[1],Unverified
Found dead on my deck - see photos:  ,[1],Negative ID
It was 1-2�?in size.,[1],Negative ID
"spotted three with yellow faces and yellow stripe about two inches on the wetlands path of Douglas Carter Fisher Park in Vancouver, WA",[0],Unverified
"Flew off too quickly to get a good look at it, but appeared to be about 2 inches in length and had a red underbelly.",[0],Unverified
"It is about 2 1/2 inches, It is stuck in my sky light trying to find a way out of our home family is too afraid to remove or go near it",[1],Unverified
I was on a walk in puyallup and found this large dead bee.,[0],Negative ID
"I'll try to get a picture. It was about 2"" long and it's body was round (fat). It was orange and black. Below the thorax, it was orange and black, alternating stripes. It was flying alone, looking for a spot to nest, I suspect.",[1],Unverified
We killed it,[1],Negative ID
I noticed an insect in a puddle on my back patio and then discovered this hornet/ wasp,[0],Negative ID
"We have a camera on our porch, and this ""hornet"" appeared in our security video this evening. We have never seen anything like this before. The video is poor, and there is probably some other explanation, but we wanted to make you are aware of the possib",[1],Negative ID
"There are three nests that are unusual. I have studied bees in environmental science and the location is between forested land and wetlands. One is on the house and the other two on the two horse stalls. We commonly see other nests, but these are very di",[1],Negative ID
We saw 4 or 5 of these very large yellow faced hornets feeding on nectar in my neighbors yard as we were talking. At the time we had no idea what they were and took no photos,[0],Unverified
"Saw this large hornets with bright orange color on it flying around backyard outside light at night. It also flew around, hovered around patio door. It appeared to be attracted to the light. We have a wooded area behind our house. Was only able to take a",[1],Negative ID
I had seen another one in my neighborhood in April.  Sorry no photos but smashed it.,[1],Unverified
It's about 1.5 inches long. It made a very loud buzzing sound. We captured it alive.,[1],Negative ID
Has a yellow head but orange body,[0],Negative ID
"Was about 2 inches long. Orange face, big abdomen, dark wings. Flew into my garage, and then flew out. Wasn’t able to take a photo because I didn’t have a camera or phone.",[1],Unverified
"Was about 2cm long but very “fat�?looking, we trapped it and tried to squish it but it wouldn’t die so we managed to flush it down our trailer toilet",[0],Unverified
This is the second insect that my mom has killed in her yard. It is orange,[1],Negative ID
"Found sitting on a deck planter.  Sprayed and trapped.  Hornet about 1 inch long, with markings similar to descriptions online.  Larger than any hornets or wasps commonly seen on our property.  We kept the specimen if needed.  No photo.",[1],Unverified
Not the Asian hornet but I can’t figure out what it is and we haven’t seen it before,[0],Negative ID
"Landed on both me and my husband. Sat still on my shoulder, long enough for me to wriggle out of my sweatshirt. Then attempted to photograph it but it flew off. It was very large with an orange face",[1],Unverified
Seen outside our third floor window at an apartment complex. A wasp nest has been spotted near sighting at apex of roof’s eave line.,[1],Unverified
"Unable to capture a photo, solo flying bug hovered through our garden, approximately two inches in length. We have a number of large flies, bees, and hornets in the area but I’ve never seen one that looked like this. Will attempt to grab a photo should",[1],Unverified
"2 inch wasp/hornet. Orange abdomen. Not sure about the head, we were too scared. First time I saw something that big.",[1],Negative ID
"Was in my backyard observing the bees in the garden and as I was heading inside, saw a GIANT bug flying into the rhododendron bush. It had a bright orange and black head and less bright orange stripes. I had my baby with me so I ran inside but have been",[1],Unverified
Big orange headed bee,[0],Unverified
"This insect was on my deck, it was pretty slow, looked on its last legs. Please follow up with ID. It looked slightly less orange like yellow than murder hornet pics",[1],Negative ID
Have kept in plastic bag,[1],Negative ID
