num,raw,processed,status,,,,,,,,,,,,,,,,,,,,,,,,
1237,We spotted a Asian Giant Hornet on last Wednesday and saw it again in the same place today. We are Surveyors working on a project by the intersection of I5 and 300th St. near Stanwood Wa.  I’ll try and catch it tomorrow.  Hard to see in photo but we st,"['spotted', 'Asian', 'Giant', 'Hornet', 'last', 'Wednesday', 'saw', 'place', 'today', 'Surveyors', 'work', 'project', 'intersection', '300th', 'near', 'Stanwood', 'try', 'catch', 'tomorrow', 'Hard', 'see', 'photo']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1238,Second submission. Maybe slightly better photo,"['Second', 'submission', 'Maybe', 'slightly', 'well', 'photo']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1239,"Saw this on the side of the road, the entire thing was longer than my thumb. I was on my way to work and had nothing to collect it in, and it was covered in ants when I found it.","['Saw', 'side', 'road', 'entire', 'thing', 'longer', 'thumb', 'way', 'work', 'nothing', 'collect', 'cover', 'ant', 'find']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1240,Unsure if this is one but it is much larger than the hornets that usually get trapped,"['Unsure', 'one', 'much', 'large', 'hornet', 'usually', 'get', 'trap']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1241,"We were at the parking lot side of Umtanum recreational camp ground. Holding our yellow rubber rafts on the bank of theYakima River, when we saw this 2 inch by 2 inch amber colored hornet. I did not get a picture. We were scared of it and trying not to t","['parking', 'lot', 'side', 'Umtanum', 'recreational', 'camp', 'ground', 'Holding', 'yellow', 'rubber', 'raft', 'bank', 'theYakima', 'River', 'saw', 'inch', 'inch', 'amber', 'color', 'hornet', 'get', 'picture', 'scar', 'try']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1242,"Definitive orange color....1.5-1.75"" long...very large body....this is the same report I turned in last night,,, but, to add to this, my daughter saw a ""HUGE BEE"",,,and when asked to describe it,sounded very similar,showing me how large,and calling it ""d","['Definitive', 'orange', 'color', 'long', 'large', 'body', 'report', 'turn', 'last', 'night', 'add', 'daughter', 'saw', 'HUGE', 'BEE', 'ask', 'describe', 'sound', 'similar', 'show', 'large', 'call']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1243,Saw it flying and was able to knock it down. Several more were seen. We were by the city dumpsters when they were seen.,"['Saw', 'fly', 'able', 'knock', 'Several', 'see', 'city', 'dumpster', 'see']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1244,"Insect was sunning alone on deck. Attempted to trap, but flew away. Did not have a yellow/orange face. Think this may be a type of fly.  Approx 0.5-0.75 in long.","['Insect', 'sun', 'alone', 'deck', 'Attempted', 'trap', 'fly', 'away', 'Did', 'yellow', 'orange', 'face', 'Think', 'may', 'type', 'fly', 'Approx', 'long']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1245,"The hornet was on the corner of a pool, and then flew away. We couldn’t hear it buzzing at all","['The', 'hornet', 'corner', 'pool', 'fly', 'away', 'hear', 'buzzing']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1246,This is 2nd very large hornet I have seen here. Captured alive in jar. The first one was a little bigger/fatter. This one measures about 1.25 inches long. (See 2nd scan for better image),"['This', '2nd', 'large', 'hornet', 'see', 'Captured', 'alive', 'jar', 'The', 'first', 'one', 'little', 'big', 'fatter', 'This', 'one', 'measure', 'inch', 'long', 'See', '2nd', 'scan', 'good', 'image']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1247,I found the tail and of this carcass in my driveway.  Not sure if its from a Giant Asian Hornet but its big.,"['find', 'tail', 'carcass', 'driveway', 'Not', 'sure', 'Giant', 'Asian', 'Hornet', 'big']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1248,We caught what looks to be one.  It is secured in a jar at our home.,"['caught', 'look', 'one', 'secure', 'jar', 'home']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1249,Saw it flying and stepped on it.,"['Saw', 'fly', 'step']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1250,Follow-up to report last night.  Was aggressive to person in our backyard.  Kept coming at her.  My cell is:  360-220-4387,"['Follow', 'report', 'last', 'night', 'Was', 'aggressive', 'person', 'backyard', 'Kept', 'come', 'cell', '360', '220', '4387']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1251,This bug flew into our fire so it is rather charred. I have several photos and still have the bug body so I can take more photos or videos.,"['This', 'bug', 'fly', 'fire', 'rather', 'char', 'several', 'photo', 'still', 'bug', 'body', 'take', 'photo', 'video']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1252,"6107 Aldrich oad, Ferndale WA 98248","['6107', 'Aldrich', 'oad', 'Ferndale', '98248']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1253,"I am pretty sure I saw a murder hornet, but it flew away before I could take a picture.  The insect was about 1.5 to 2 inches long in the body, and it looked to have a bright yellow head.","['pretty', 'sure', 'saw', 'murder', 'hornet', 'fly', 'away', 'could', 'take', 'picture', 'The', 'insect', 'inch', 'long', 'body', 'look', 'bright', 'yellow', 'head']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1254,Found in hangar at Grant County Intl Airport. I bagged it if you want it,"['Found', 'hangar', 'Grant', 'County', 'Intl', 'Airport', 'bag', 'want']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1255,A few were attacking a bumblebee around my shed,"['attack', 'bumblebee', 'around', 'shed']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1256,The thing just hovered up to my humming bird feeder for 5 seconds then took off! I will try and get a picture. It was a murder hornet!,"['The', 'thing', 'hover', 'hum', 'bird', 'feeder', 'second', 'take', 'try', 'get', 'picture', 'murder', 'hornet']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1257,I killed it outside my house with my shoe but unfortunately forgot and flushed it.  :  (,"['kill', 'outside', 'house', 'shoe', 'unfortunately', 'forget', 'flush']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1258,Found in my pool clean out basket.,"['Found', 'pool', 'clean', 'basket']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1259,"A wasp we have never seen at Ice Harbor dam. It doesn't quite look like the asian hornet, but we're not sure. Two long stingers on it. Or pigeon tail wasp?","['wasp', 'never', 'see', 'Ice', 'Harbor', 'dam', 'quite', 'look', 'like', 'asian', 'hornet', 'sure', 'Two', 'long', 'stinger', 'pigeon', 'tail', 'wasp']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1260,"Was alive and flying, landed at our feet while out training with the fire department, attempted to get picture with cell phone but it flew off. Was approximately 1.5 to 2"" long, pale yellow with black strips. Two witness total. Searched the area for 15 m","['Was', 'alive', 'fly', 'landed', 'foot', 'train', 'fire', 'department', 'attempt', 'get', 'picture', 'cell', 'phone', 'fly', 'Was', 'approximately', 'long', 'pale', 'yellow', 'black', 'strip', 'Two', 'witness', 'total', 'Searched', 'area']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1261,"Found on Big Bend community college Campus colleague found and caught one, On July 8th 2020. I also saw one land and was able to get a good view of  another specimen but could not get a picture of it before it flew away.","['Found', 'Big', 'Bend', 'community', 'college', 'Campus', 'colleague', 'find', 'catch', 'one', 'July', '8th', '2020', 'also', 'saw', 'one', 'land', 'able', 'get', 'good', 'view', 'another', 'specimen', 'could', 'get', 'picture', 'fly', 'away']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1262,"It landed on bed of truck while our 42 year old son was cleaning fish on bed of truck at food station during 4th of July weekend. Address 16432 village dr se rainier wa 98576. It had big black eyes and the orange. It was really big, it was as long as the","['land', 'bed', 'truck', 'year', 'old', 'son', 'clean', 'fish', 'bed', 'truck', 'food', 'station', '4th', 'July', 'weekend', 'Address', '16432', 'village', 'rainy', '98576', 'big', 'black', 'eye', 'orange', 'really', 'big', 'long']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1263,Crawling around in a flower pot,"['Crawling', 'around', 'flower', 'pot']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1264,Found on porch near my door upside down,"['Found', 'porch', 'near', 'door', 'upside']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1265,Local family found this and brought it to our EMS substation and were concerned.,"['Local', 'family', 'find', 'brought', 'EMS', 'substation', 'concern']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1266,Captured live in my yard while it was in grass. Was buzzing around prior. Believe it was attracted to water we had in kids water table for a few days. Will keep specimen until I hear from you. Likely to die overnight.,"['Captured', 'live', 'yard', 'grass', 'Was', 'buzz', 'around', 'prior', 'Believe', 'attract', 'water', 'kid', 'water', 'table', 'day', 'Will', 'keep', 'specimen', 'hear', 'Likely', 'die', 'overnight']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1267,"saw two of these on our maple tree with a bad aphid issue that caused most leaves to be covered in ""honeydew"". probably over an inch long and more than twice the size of a wasp. not sure if thorax is black, but definitely orange face and orange  striped.","['saw', 'two', 'maple', 'tree', 'bad', 'aphid', 'issue', 'cause', 'leaf', 'cover', 'honeydew', 'probably', 'inch', 'long', 'twice', 'size', 'wasp', 'sure', 'thorax', 'black', 'definitely', 'orange', 'face', 'orange', 'strip']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1268,"Noticed when getting in car. Hovering in front of windshield, then flew off.","['Noticed', 'get', 'car', 'Hovering', 'front', 'windshield', 'fly']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1269,"While working in my garden, I saw an asian giant hornet. It was unmistakable in it's coloring and size (about one and a half inches) I have never seen a hornet this big. I had no camera or phone, I tried to kill it, but was unsuccessful.","['While', 'work', 'garden', 'saw', 'asian', 'giant', 'hornet', 'unmistakable', 'color', 'size', 'one', 'half', 'inch', 'never', 'see', 'hornet', 'big', 'camera', 'phone', 'try', 'kill', 'unsuccessful']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1270,Largest I have ever seen. Believe we saw another a bit later but it flew away. Was by our pool deck. Over an inch long,"['Largest', 'ever', 'see', 'Believe', 'saw', 'another', 'bit', 'later', 'fly', 'away', 'Was', 'pool', 'deck', 'Over', 'inch', 'long']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1271,I have it frozen in a jar. I was going to give it to WSU.,"['frozen', 'jar', 'go', 'give', 'WSU']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1272,Found dead on deck. Don’t believe it’s the Asian hornet but I have never seen an insect like this before.,"['Found', 'dead', 'deck', 'Don', 'believe', 'Asian', 'hornet', 'never', 'see', 'insect', 'like']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1273,Noticed in Fraser hall at Western Washington University while cleaning the building. Maybe just over an inch long and had some dust on it meaning it probably had been dead for a bit. Didn't have the normal orange that most murder hornets do but had the f,"['Noticed', 'Fraser', 'hall', 'Western', 'Washington', 'University', 'clean', 'building', 'Maybe', 'inch', 'long', 'dust', 'mean', 'probably', 'dead', 'bit', 'Didn', 'normal', 'orange', 'murder', 'hornet']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1274,"We have a dead carcus of a murder hornet. Head still moving. Body has been eaten by bird? wings, head, attenaes, and body skin still intact, just ""guts removed"" by something.","['dead', 'carcus', 'murder', 'hornet', 'Head', 'still', 'move', 'Body', 'eaten', 'bird', 'wing', 'head', 'attenaes', 'body', 'skin', 'still', 'intact', 'gut', 'remove', 'something']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1275,"Saw a very, very large wasp, slightly smaller than my thumb, the largest I've seen. Could be a murder hornet. It was buzzing around the eaves at my business in Nine Mile Falls, WA. I went back to get my phone to take a picture and it was gone.","['Saw', 'large', 'wasp', 'slightly', 'small', 'thumb', 'large', 'see', 'Could', 'murder', 'hornet', 'buzz', 'around', 'eaves', 'business', 'Nine', 'Mile', 'Falls', 'go', 'back', 'get', 'phone', 'take', 'picture', 'go']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1276,32nd and Gennessee in West Seattle 98126. There were 3 of them,"['32nd', 'Gennessee', 'West', 'Seattle', '98126', 'There']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1277,Was mowing the yard and it crawled o it of the grass. I ran it over right after and it was shredded to pieces. I went back to see what it was but with all the grass clipping couldn’t find parts. Looked 1.5-2 inches long before I ran it over and thick.,"['Was', 'mow', 'yard', 'crawl', 'grass', 'run', 'right', 'shred', 'piece', 'go', 'back', 'see', 'grass', 'clip', 'find', 'part', 'Looked', 'inch', 'long', 'run', 'thick']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1278,"Zip Code: 98225, next to Western's sign","['Zip', 'Code', '98225', 'next', 'Western', 'sign']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1279,"Its head is missing, was found on our deck","['Its', 'head', 'miss', 'find', 'deck']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1280,"Not sure if it is , I'm a landscaper and never seen anything like this","['Not', 'sure', 'landscaper', 'never', 'see', 'anything', 'like']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1281,"1 1/2 long, large body with yellow/brown stripes..  see attached picture - bottom pic is one from the internet so we could compare","['long', 'large', 'body', 'yellow', 'brown', 'stripe', 'see', 'attached', 'picture', 'bottom', 'pic', 'one', 'internet', 'could', 'compare']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1282,"I was pruning a lavender bush, when I heard a loud buzzing.  Then saw a huge insect with a bright, orange head and dark body.  It started coming towards me, so I ran away.","['prune', 'lavender', 'bush', 'hear', 'loud', 'buzzing', 'Then', 'saw', 'huge', 'insect', 'bright', 'orange', 'head', 'dark', 'body', 'start', 'come', 'towards', 'run', 'away']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1283,At Least 2.5 inches in length.,"['Least', 'inch', 'length']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1284,Single. On rocks. Slow moving.,"['Single', 'rock', 'Slow', 'move']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1285,It was hovering about a foot off the ground near the base of a black cotton wood. I swung a shovel at it so I could kill it and get a picture. Unfortunately it retreated to the North and I was unable to take a picture. It was approximately 1.5 inch in le,"['hover', 'foot', 'ground', 'near', 'base', 'black', 'cotton', 'wood', 'swung', 'shovel', 'could', 'kill', 'get', 'picture', 'Unfortunately', 'retreat', 'North', 'unable', 'take', 'picture', 'approximately', 'inch']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1286,My 14 year old helper was cutting down some bamboo and came to me saying that he had to STOP because he suspected there was a hornet nest nearby. He freaked out because one  landed on his hand and it was very large.  I got out a ruler and he indicated it,"['year', 'old', 'helper', 'cut', 'bamboo', 'come', 'say', 'STOP', 'suspect', 'hornet', 'nest', 'nearby', 'freak', 'one', 'land', 'hand', 'large', 'get', 'ruler', 'indicate']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1287,"No known bee nests in area (trap in video is for deck purposes). Bug in video was hitting glass repeatedly, with loud clicking noise (not soft like moths make). Returned to area shortly after video was shot, repeated behavior. Video shot around 10:30pm,","['know', 'bee', 'nest', 'area', 'trap', 'video', 'deck', 'purpose', 'Bug', 'video', 'hit', 'glass', 'repeatedly', 'loud', 'click', 'noise', 'soft', 'like', 'moth', 'make', 'Returned', 'area', 'shortly', 'video', 'shot', 'repeat', 'behavior', 'Video', 'shot', 'around', '30pm']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1288,"Giant orange hornet buzzing around us near the river, down in Sunland. Unable to capture photo or kill it.","['Giant', 'orange', 'hornet', 'buzz', 'around', 'near', 'river', 'Sunland', 'Unable', 'capture', 'photo', 'kill']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1289,This bee was trying to sting horses on our property for several minutes before we caught it. It was very aggressive.,"['This', 'bee', 'try', 'sting', 'horse', 'property', 'several', 'minute', 'catch', 'aggressive']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1290,"Seen in Grapeview, WA postal code 98546. Not sure if an invasive Asian Hornet or something else. Possibly a pigeon tremulix? Has a long stinger. Maybe an inch long body, skinny. 2nd sighting of this kind of insect in the area.","['Seen', 'Grapeview', 'postal', 'code', '98546', 'Not', 'sure', 'invasive', 'Asian', 'Hornet', 'something', 'else', 'Possibly', 'pigeon', 'tremulix', 'Has', 'long', 'stinger', 'Maybe', 'inch', 'long', 'body', 'skinny', '2nd', 'sight', 'kind', 'insect', 'area']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1291,"Wondering if it could be a young Asian hornet, it's being very aggressive towards the other bees in my garden actually physically fighting them.","['Wondering', 'could', 'young', 'Asian', 'hornet', 'aggressive', 'towards', 'bee', 'garden', 'actually', 'physically', 'fight']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1292,"Found this wasp/hornet WAY larger than a normal wasp/hornet, a little less than 2"" long.    I should have tried to take a picture of it before killing it for easy identification.  Being so far inland I doubt it's an Asian wasp, but I am not qualified to","['Found', 'wasp', 'hornet', 'WAY', 'large', 'normal', 'wasp', 'hornet', 'little', 'less', 'long', 'tried', 'take', 'picture', 'kill', 'easy', 'identification', 'Being', 'far', 'inland', 'doubt', 'Asian', 'wasp', 'qualify']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1293,Swatted bee out of air and have it in a jar,"['Swatted', 'bee', 'air', 'jar']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
